impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K22-145624,A662629,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A662629,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Princess,Dog,1 YEAR,Spayed Female,Pit Bull,White / Red,"Apr 26, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A662629,Image Copyright HLP Inc. 2022,"Received on: 2022-04-26<p/> Description: White / Red<p/>  Spayed Female Pit Bull Dog<p/> Age: 1 YEAR<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Princess and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on April 26, 2022.<p/><p/>I lived outside my whole before coming to RASKC so I'm still trying to learn some basic manners. I get so excited when people come to me I may jump on you.<p/><p/>I am very sweet, love affection and treats, I'll ""sit"" for them.""<p/><p/>I am a pretty independent dog who would do best in a home without other animals (I truly just want all your love to myself!) or in a home with older children.<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",RED
K22-146101,A663878,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Crystal,Cat,8 WEEKS,Female,Domestic Shorthair,Black,"May 11, 2022",Received on,8800 block of  S 235TH PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663878,Image Copyright HLP Inc. 2022,Received on: 2022-05-11<p/> Found Near: 8800 block of  S 235TH PL<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,GREEN
K22-145770,A663018,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2431081,LOST,Lily,Dog,Over 1 year<p/>,Female,Dachshund,Brown,"Apr 30, 2022",Date Lost,SMITH  ST AND 4TH AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2431081,Image Copyright HLP Inc. 2022,"Description: Brown mini dachshund with orangish pink collar. <p/>Age: Over 1 year<p/>Location Lost: Smith St and 4th Ave, Kent WA  98032<p/>Lost Date: 2022-04-30<p/>",
K22-146270,A664308,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2438657,LOST,Trouble,Cat,Unknown<p/>,Female,Domestic Shorthair,Brown,"May 16, 2022",Date Lost,3900 block of  S 236TH ST,KENT,WA,98032,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2438657,Image Copyright HLP Inc. 2022,"Description: brown tabby scrawny very friendly<p/>Age: Unknown<p/>Location Lost: 3915 s 236th st., Kent WA  98032<p/>Lost Date: 2022-05-16<p/>",
K22-145782,A663038,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2431324,LOST,Coconut,Cat,Over 1 year<p/>,Female,Ragdoll,White,"Apr 30, 2022",Date Lost,REGAL  ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2431324,Image Copyright HLP Inc. 2022,"Description: Blue eyed seal point, white paws & chin. <p/>Age: Over 1 year<p/>Location Lost: Regal st, Carnation WA  98014<p/>Lost Date: 2022-04-30<p/>",
K22-145835,A663208,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2432366,LOST,Lacy,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"May 02, 2022",Date Lost,NE  145TH ST & 1ST AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2432366,Image Copyright HLP Inc. 2022,"Description: 1 year old, nursing, black/grey tabby female, unaltered. This is a foster pet from PAWS who got loose. <p/>Age: Over 1 year<p/>Location Lost: NE 145th St & 1st Ave NE , Seattle WA  98155<p/>Lost Date: 2022-05-02<p/>",
K22-146048,A663774,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2435784,LOST,Oma,Cat,Unknown<p/>,Unknown,Domestic Shorthair,Unknown,"Apr 24, 2022",Date Lost,SE  227TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2435784,Image Copyright HLP Inc. 2022,"Description: A brown tabby cat. Lower body white. On the top brown. Very affectionate and is an indoor cat. Around 1 years old and is an unaltered male cat. <p/>Age: Unknown<p/>Location Lost: Se 227th St, Kent WA  98031<p/>Lost Date: 2022-04-24<p/>",
K22-146202,A664126,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2437680,LOST,Easter,Cat,Over 1 year<p/>,Female,American Shorthair,Black,"May 13, 2022",Date Lost,122ND  ST AND 122ND AVE E,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2437680,Image Copyright HLP Inc. 2022,"Description: Easter is a short haired black kitty who is indoor only and skittish. She got out Friday. We have seen her on 118 st e a couple blocks over but couldn’t catch her. <p/>Age: Over 1 year<p/>Location Lost: 122nd st and 122nd Ave e, Puyallup WA  98374<p/>Lost Date: 2022-05-13<p/>",
K22-145522,A662430,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Dog,6 YEARS,Male,Spaniel Mix,White / Black,"Apr 23, 2022",Received on,24200 block of  35TH AVE S,KENT,WA,98032,KENT,,,,Image Copyright HLP Inc. 2022,Received on: 2022-04-23<p/> Found Near: 24200 block of  35TH AVE S<p/> Description: White / Black Male Spaniel Mix Dog<p/> Age: 6 YEARS<p/>,
K22-146372,A664527,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2440114,LOST,Mr. Kinky Ta,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"May 20, 2022",Date Lost,3600 block of  NE 155TH ST,LAKE FOREST PARK,,98155,LAKE FOREST PAR,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2440114,Image Copyright HLP Inc. 2022,"Description: He is about a year old and has a kinky tail. he is very affectionate. He had no collar he has a scheduled surgery vaccination and deflea tomorrow. We love him so much. He is very vocal. He is unaltered.<p/>Age: Over 1 year<p/>Location Lost: 3615 ne 155th st lake forest park wa 98155, Seattle WA  98155<p/>Lost Date: 2022-05-20<p/>",
K22-146033,A663725,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,9 WEEKS,Female,Domestic Shorthair,Brn Tabby,"May 10, 2022",Received on,4600 block of  S 170TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663725,Image Copyright HLP Inc. 2022,Received on: 2022-05-10<p/> Found Near: 4600 block of  S 170TH ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K22-146050,A663777,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2435799,LOST,Kitkat,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Unknown,"May 03, 2022",Date Lost,3200 block of  NW 61ST ST,SEATTLE,WA,98107,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2435799,Image Copyright HLP Inc. 2022,"Description: KitKat is a neutered male about 1 year old. He is extremely friendly. He is solid brown with a white patch on his chest. He has a fluffy long tail. <p/>Age: Over 1 year<p/>Location Lost: 3228 NW 61st St, Seattle WA  98107<p/>Lost Date: 2022-05-03<p/>",
K22-146320,A664419,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A664419,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Nendju,Dog,2 YEARS,Neutered Male,Beagle / Dachshund,Tan,"May 18, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664419,Image Copyright HLP Inc. 2022,"Received on: 2022-05-18<p/> Description: Tan<p/>  Neutered Male Beagle / Dachshund Dog<p/> Age: 2 YEARS<p/> Adoption Fee: $225.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Nendju and I am available for adoption.<p/><p/>I was brought in by my previous owner on May 18, 2022 because they had health issues. My previous owner described me as curious, a digger, and a sniffer. Basically your typical hound dog.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home once I get to know you.<p/><p/>My caregivers have noticed that I seem to do well with other dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>I would do best in a home with older children.<p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K22-146400,A664600,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664600,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,4 WEEKS,Unknown,Domestic Shorthair,White,"May 21, 2022",Received on,24400 block of  148TH AVE SE,KENT,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664600,Image Copyright HLP Inc. 2022,"Received on: 2022-05-21<p/> Found Near: 24400 block of  148TH AVE SE<p/> Description: White Unknown Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-145950,A663499,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2434297,LOST,Sully,Cat,Over 1 year<p/>,Male,American Shorthair,Brown,"Apr 30, 2022",Date Lost,INDEX  PL NE AND NE FOURTH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2434297,Image Copyright HLP Inc. 2022,"<p/>Age: Over 1 year<p/>Location Lost: Index Pl NE and NE Fourth St, Renton WA  98056<p/>Lost Date: 2022-04-30<p/>",
K22-146394,A664592,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A664592,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,3 YEARS,Male,Belgian Malinois,Brown / Black,"May 21, 2022",Received on,5100 block of  S 288TH ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A664592,Image Copyright HLP Inc. 2022,"Received on: 2022-05-21<p/> Found Near: 5100 block of  S 288TH ST<p/> Description: Brown / Black Male Belgian Malinois Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-145214,A661179,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2421242,LOST,Becca,Dog,Over 1 year<p/>,Female,Chihuahua - Smooth Coated,White,"Apr 08, 2022",Date Lost,18400 block of  NE 95TH ST,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2421242,Image Copyright HLP Inc. 2022,"Description: White/blonde big ears from Corgi part.  13lbs. <p/>Age: Over 1 year<p/>Location Lost: 18425 NE 95th St, Unit 100 , Redmond, WA  Friendly Village Mobile home park, Redmond WA  98052<p/>Lost Date: 2022-04-08<p/>",
K22-145400,A661970,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2425173,LOST,Sassy,Cat,Over 1 year<p/>,Female,Domestic Longhair,Unknown,"Apr 18, 2022",Date Lost,"135TH  PL SE AND 24TH ST SE IN BELLEVUE, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2425173,Image Copyright HLP Inc. 2022,"Description: Female tabby cat, gray, tan and black mixed with white under chin. Was 6.12 lbs in February 2022, Age now 1 3/4 yr.<p/>Age: Over 1 year<p/>Location Lost: 135th PL SE and 24th ST SE in Bellevue, WA, Bellevue WA  98005<p/>Lost Date: 2022-04-18<p/>",
K22-145244,A661347,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2421982,LOST,Alfie,Dog,Under 1 year<p/>,Male,Australian Shepherd,Black,"Apr 11, 2022",Date Lost,6400 block of  EAST LAKE SAMMAMISH PKWY NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2421982,Image Copyright HLP Inc. 2022,"Description: He is a mini Aussie abt 9 months old. He is mainly black but has white paws and brown spots. He’s got brown spots in his nose. Wearing a black body harness<p/>Age: Under 1 year<p/>Location Lost: 6416 e lake sammamish pkwy ne redmond, Redmond WA  98052<p/>Lost Date: 2022-04-11<p/>",
K22-145821,A663157,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2432058,LOST,Lacey,Cat,Over 1 year<p/>,Female,American Shorthair,Unknown,"May 02, 2022",Date Lost,MERIDIAN  AND N145TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2432058,Image Copyright HLP Inc. 2022,"Description: No collar or chip. Was a nursing mother. Gray and black tabby. Thin large frame. Friendly<p/>Age: Over 1 year<p/>Location Lost: Meridian and N145th St, Seattle WA  98133<p/>Lost Date: 2022-05-02<p/>",
K22-146247,A664246,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2438271,LOST,Yusuf (beebo,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"May 14, 2022",Date Lost,"8000 block of  16TH MEDINA, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2438271,Image Copyright HLP Inc. 2022,"Description: Grey and white adult male with clipped right ear indicating prior neutering. Recent oral surgery for teeth extraction. <p/>Age: Over 1 year<p/>Location Lost: 8000 16th Medina, WA, Medina WA  98039<p/>Lost Date: 2022-05-14<p/>",
K22-145769,A663017,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A663017,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Whiskey,Cat,7 YEARS,Neutered Male,Domestic Shorthair,Black / White,"Apr 30, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663017,Image Copyright HLP Inc. 2022,"Received on: 2022-04-30<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 7 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Whiskey and I am available for adoption.<p/><p/>I was brought in by my previous owner on 4/30/22 because they could no longer care for me. I lived in a home with another cat named Bandit (A663019). My previous owner described me as shy and sweet.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K22-146088,A663861,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A663861,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Teine,Dog,2 YEARS,Spayed Female,German Shepherd,Black / Brown,"May 11, 2022",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A663861,Image Copyright HLP Inc. 2022,"Received on: 2022-05-11<p/> Description: Black / Brown<p/>  Spayed Female German Shepherd Dog<p/> Age: 2 YEARS<p/> Adoption Fee: $200.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Teine and I am available for adoption.<p/><p/>I was brought in by my previous owner on 05/11/22 because they didn't have time to take care of the dog. I lived in a home with older children. My previous owner described me as outgoing, loving, and playful.<p/><p/>I am an independent dog who likes to do my own thing!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home, or I may need a very slow introduction to other dogs.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",RED
K22-145796,A663078,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2431592,In Public Home,Kasie Schroe,Dog,Unknown<p/>,Male,Alaskan Husky,Black,"May 01, 2022",Date Found,SUNSET  VIEW APARTMENTS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2431592,Image Copyright HLP Inc. 2022,"Description: Sweet boy Found outside sunset view apartment complex! <p/>Age: Unknown<p/>Found Near: Sunset View Apartments, Renton WA  98057<p/>Found Date: 2022-05-01<p/>",
